text,score,sentimen
pj gubernur safrizal jumpa dubes syechelles ajak investasi aceh trhhi,1,Positif
yaelah sih longor  ya pengaruh jajah belanda mayoritas duduk indonesia kristen  lihat noh aceh kirim snouck hurgronje langsung takluk  takluk tuju sebar agama  otak somplak,1,Positif
ribu massa rawan simpatisan dukung pasang calon gubernur wakil aceh,2,Positif
mualem janji juang butuh nelayan jadi aspirasi prioritas utama pilih gubernur aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,-2,Negatif
jabat gubernur aceh syafrizal hadir buka pamer kenang tsunami aceh uji tangguh aceh gerak dunia satu solidaritas peduli ,-1,Negatif
kunjung wali nanggroe aceh tengok malik mahmud al haythar rocky gerung rumah jabat gubernur sulsel  lbsehat rsudlabuangbaji sulselprov sulawesiselatan zudanariffakhrulloh profzudan,0,Netral
kak  dkp aceh alim s pi  sambut acara lomba masak serba ikan lmsi tingkat provinsi acara buka pj  gubernur aceh ketua forikan aceh hj  safriati safrizal,3,Positif
ribu massa rawan simpatisan dukung pasang calon gubernur wakil gubernur aceh mualem dek fadh padat lapang simpang tugu aneuk mulieng sigli pidie  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
jabat gubernur aceh presentasi uji buka informasi aceh hadap komisi informasi pusat,1,Positif
pj  gubernur aceh dr h safrizal  damping kad komunikasi informatika sandi aceh marwan nusuf b hsc  ikut presentasi uji publik monev buka informasi publik grand mercure mayor rabu ,0,Netral
haji uma contoh coblos pilih gubernur wakil gubernur aceh,-1,Negatif
pj gubernur safrizal memori tsunami aceh rawat edukasi,0,Netral
gubernur ace hasan meta tingkat rawan jelang pilkada serentak  provinsi aceh provinsi papua wilayah rentan ,1,Positif
gubernur lembaga tahan nasional lemhannas tubagus ace hasan syadzily ungkap wilayah milik rentan pilih kepala daerah pilkada aceh wilayah papua ,-2,Negatif
lantik badan menang wilayah kabupaten bireuen calon gubernur aceh h muzakir manaf,0,Netral
agusni tekan koordinasi intensif kampanye pasang calon gubernur wakil gubernur aceh ,3,Positif
saleum temanpemilih ketua komisi independen pilih kip aceh agusni ah hadir giat siap awas pilkada aceh selenggara kantor gubernur aceh selasa ,2,Positif
hai sobwas mandum  bpkp wakil aceh anjangsana pendopo gubernur aceh rangka audiensi identifikasi isu strategi tetap konteks lapor eksekutif daerah selasa november  temu bahas,4,Positif
jabat gubernur aceh h safrizal msi buka pamer united states agency for international development usaid tema mitra tangguh museum tsunami aceh minggu november  museumtsunami,-2,Negatif
ketua dpp psi kaesang pangarep dukung penuh mualem dek fadh maju gubernur wakil gubernur aceh aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
ribu simpatisan rawan desa kabupaten pidie hadir dukung pasang calon gubernur wakil gubernur aceh mualem dek fadh aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
kunjung silaturahmi tim lccm museum aceh pj gubernur aceh dr h safrizal damping kadisbudpar aceh almuniza kamal kepala uptd museum aceh mudha farsyah s sos museumaceh lccm,0,Netral
kadisdik aceh marthunis s t  d e a  wakil pj  gubernur aceh hadir sambut wisuda angkat xiv politeknik aceh  selamat wisudawan  jalan gemilang  wisuda politeknikaceh,3,Positif
buka simposium tsunami unesco pj gubernur aceh tsunami kolaborasi global ,0,Netral
giat buka pj gubernur aceh safrizal ada gedung landmark bsi aceh banda aceh november via,0,Netral
pj gubernur safrizal ajak dunia kuat kesiapsiagaan tsunami simposium internasional aceh,1,Positif
abi mud putra abu mud resmi dukung pasang calon gubernur wakil gubernur aceh nomor urut muzakir manaf fadhlullah  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,4,Positif
pj gubernur safrizal pimpin upacara ingat pahlawan aceh,0,Netral
mualem kunjungipesantren naganraya calon gubernur aceh muzakir manaf mualem kunjung politik pondok pesantren wilayah barat selatan aceh kabupaten nagan raya via,-1,Negatif
kabidkum polda aceh hadir upacara pahlawan lapang kantor gubernur aceh minggu  bidhumaspoldaaceh poldaaceh polripresisi,1,Positif
ingat tsunami aceh pj gubernur safrizal aceh bantu cepat tulus amerika serikat,1,Positif
pj gubernur safrizal pimpin upacara ingat pahlawan aceh fcvueyvn,0,Netral
abu keutapang buka dukung pasang calon gubernur wakil gubernur mualem dek fadh pilkada aceh  aceh sahabatmualem mualemdekfadh pastimenang,2,Positif
pj gubernur safrizal pimpin upacara ingat pahlawan aceh teladanipahlawanmucintainegerimu haripahlawan,0,Netral
abu keutapang buka dukung pasang calon gubernur wakil gubernur mualem dek fadh pilkada aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
rbt dukung calon gubernur aceh nomor urut alih dukung pasang muzakir manaf fadhullah  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,3,Positif
aneh ureng tanyoe menye ulama dukung limboi sa jet watei nya ulama gedukung no kak hanjet  paken ile getanyoe reng watei gubernur ureng betoi gepubut salah menye awak selaen salah dipeubut atawa berangkapeu dipebut,1,Positif
dki jakarta sumut aceh provinsi butuh dukung presiden  jateng  presiden dukung salah paslon  tolol dengar  sehat ya  senang paslon gubernur senang  rakyat senang ,3,Positif
jakarta papua aceh  gubernur selindo panjang tangan pempus sahaja  ,3,Positif
temanpemilih komisi independen pilih kabupaten nagan raya selamat  anggota kelompok selenggara mungut suara kpps tps kab  nagan raya pilih gubernur wakil gubernur aceh bupati wakil bupati nagan raya,-2,Negatif
calon wakil gubernur aceh dek fadh gelar giat silaturahmi kampanye dialogis akbar masyarakat pidie jaya gampong paru cot bandar aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
calon gubernur aceh nomor urut muallem dengar mek,1,Positif
irwandi kampanye muallem dek fadh  dukung irwandi kawal target menang muallem pilkada gubernur aceh b,2,Positif
harga serah langsung pj  gubernur aceh safrizal acara kukuh bunda literasi anugerah harga apresiasi arsip pustaka resmi teater library selenggara dinas pustaka arsip aceh,5,Positif
nama daerah istimewa jogja raja raja perintah republik  istimewa diy dki walikota pilih bawah kendali gubernur  aceh terap syariah islam  moga nilai nil,2,Positif
urus travel aceh selatan resmi dukung pasang calon gubernur wakil gubernur aceh nomor urut muzakir manaf fadhlullah  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,3,Positif
presiden prabowo subianto nasionalis latar militer dukung mantan panglima gam muzakir manaf calon gubernur aceh pilkada  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
mualem tekan tingkat sejahtera rakyat aceh tuju utama calon gubernur aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
maju gubernur aceh cosplay  ,0,Netral
pj gubernur safrizal serah bantu kaki palsu guntur remaja banda aceh alami amputasi,-3,Negatif
temanpemilih kip kabupaten aceh utara laksana sortir lipat surat suara pilih gubernur wakil gubernur bupati wakil bupati aceh utara gudang logistik kip kabupaten aceh utara  kipacehutara,-1,Negatif
pj gubernur safrizal hadir undang rakornas presiden prabowo p wa,2,Positif
saleum temanpemilih selamat sukses lantik kelompok selenggara mungut suara kpps pilih gubernur wakil gubernur bupati wakil bupati walikota wakil walikota  kipaceh kipmelayani kpumelayani pilkadaserentak,1,Positif
kesiap debat pilih gubernur wakil gubernur isu isu cegah praktik politik uang money politics netralitas aparatur sipil negara asn jabat pj pjs gubernur bupati walikota ,-4,Negatif
mualem center aceh timur gelar apel siaga camat idi cut upaya menang pasang mualem dek fad pilih gubernur aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
daud beureueh pimpin kharismatik aceh ulama pengaruh main peran bentuk tata nilai sosial moral aceh  gubernur militer pimpin gera aceh merdeka ,5,Positif
pj gubernur safrizal papar strategi kendali inflasi temu tpid dd aceh,0,Netral
calon gubernur aceh muzakir manaf tekan program buka lapang kerja aceh turun angka anggur  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
dpw pujakesuma provinsi aceh deklarasi dukung pasang calon gubernur wakil gubernur aceh nomor urut mualem dek fadh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
ribu santri keluarga ikat dayah alumni arongan ikada dukung pasang calon gubernur wakil gubernur aceh mualem dek fadh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju,2,Positif
abu lamkawe wafat pj gubernur safrizal aceh hilang sosok panutan,0,Netral
pj gubernur safrizal ilmu mitigasi bencana informasi masyarakat akar rumput,1,Positif
pj gubernur safrizal apresiasi turun stunting aceh,0,Netral
pj gubernur aceh ilmu mitigasi bencana informasi masyarakat bencanadiinformasikan ilmumitigasi masyarakat pj gubernuraceh gentalamedia,0,Netral
kerenzz dinas didik aceh ngantongin harga kelola arsip dinamis baik  serah langsung pj gubernur aceh dr h safrizal terima kadisdik aceh marthunis st d e a  disdik aceh gaspol ,2,Positif
pj gubernur safrizal pasang kaki palsu ajar,1,Positif
abu lamkawe wafat pj gubernur safrizal aceh hilang sosok panutan kak,0,Netral
ribu santri keluarga ikat dayah alumni arongan ikada dukung pasang calon gubernur wakil gubernur aceh mualem dek fadh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
bayang sih suastu bu illiza tetiba calon calon gubernur aceh  geger ,0,Netral
salam temanpemilih kip kabupaten aceh singkil laksana sortir lipat kertas surat suara pilih gubernur wakil gubernur aceh bupati wakil bupati aceh singkil selasa esa,-2,Negatif
meurnoe meubaca baroe jeut jak sd bek langsong keu gubernur,0,Netral
pj gubernur aceh terap langkah kendali inflasi humasaceh inflasiaceh popularitascom,1,Positif
saleum temanpemilih kip aceh gelar rapat koordinasi laksana lapor dana kampanye aplikasi sikadeka pilih gubernur wakil gubernur bupati wakil bupati walikota wakil walikota  the pade hotel selasa november ,4,Positif
polisi resor subulussalam aman kampanye dialogis calon gubernur aceh calon wakil gubernur aceh nomor urut bustami hamzah  tengok  h m fadhil rahmi lc  halaman cafe double o,1,Positif
gubernur mualem  bahasa indonesia belepotan lancar  kelak pilih gubernur aceh  pakai penterjemah translite,-2,Negatif
mualem kukuh tim menang mualem dekfadh kabupaten bireuen tuju strategi politik jelang pilih gubernur  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh,-2,Negatif
pj gubernur safrizal kukuh bunda literasi aceh resmi ruang teater library dpka,0,Netral
ketua yayasan dayah budi mesja lamno tengok  nabhani bin ibrahim bin ishaq dukung penuh pasang calon gubernur wakil gubernur aceh mualem dek fadh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
aliansi pemuda aceh resmi dukung pasang calon mualem dek fadh gubernur wakil gubernur aceh pilkada  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,3,Positif
pj gubernur aceh papar strategi kendali inflasi masakininews,-1,Negatif
uin ar raniry gelar dialog keacehan bahas visi misi paslon gubernur aceh,3,Positif
irwandi yusuf kampanye ajak rakyat aceh pilih muzakir manaf mualem dek fadh gubernur aceh,1,Positif
abdu peuteh gubernur aceh bingung salah mana sangka kasus,-1,Negatif
satlantas polres aceh jaya laksana atur lintas rangka kunjung pj  gubernur aceh yayasan darul abrar al mustafa ingat maulid nabi muhammad saw,2,Positif
giat siap pilih gubernur wakil gubernur bupati wakil bupati walikota wakil walikota ,0,Netral
saleum temanpemilih ketua divisi rencana logistik kip aceh khairunnisak supervisi monitoring proses sortir lipat surat suara pilih gubernur wakil gubernur bupati wakil bupati,0,Netral
proses sortir lipat surat suara pilih gubernur wakil gubernur bupati wakil bupati walikota wakil walikota kabupaten pidie minggu ,0,Netral
mualem kukuh tim menang mualem dekfadh kabupaten bireuen tuju strategi politik jelang pilih gubernur  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,-2,Negatif
mualem cek mualem gubernur aceh,-1,Negatif
banda aceh jabat pj gubernur aceh dr h safrizal ikut rapat koordinasi rakor kendali inflasi daerah pimpin menteri negeri mendagri muhammad tito karnavian,-1,Negatif
uin ar raniry gelar dialog keacehan bahas visi misi paslon gubernur aceh ssbufdbg,3,Positif
saleum temanpemilih kip aceh gelar rapat koordinasi laksana lapor dana kampanye aplikasi sikadeka kait pilih gubernur wakil gubernur bupati wakil bupati walikota wakil walikota aceh senin november ,4,Positif
kip kabupaten aceh singkil laksana sortir lipat kertas surat suara pilih gubernur wakil gubernur aceh bupati wakil bupati aceh singkil senin,-3,Negatif
pj gubernur safrizal kunjung aceh jaya hadir maulid nabi besuk ulama sakit,2,Positif
pj gubernur safrizal tahan masyarakat aceh arif lokal solidaritas sosial wrkvsb,2,Positif
komisi berantas korupsi bahas koordinasi paket ada barang jasa proyek strategis aceh suka gubernur nomor ,4,Positif
serta libat bimtek liput operator sitab bendahara keluar bantu gubernur wakil gubernur bendahara keluar bantu bupati wakil bupati walikota wakil walikota kip kabupaten kota provinsi aceh ,-2,Negatif
propinsi juluk serambi mek propinsi indonesia aceh tempat peringkat akses situs judol  jatohnya munafikun,-1,Negatif
pj gubernur aceh ikut rakor kendali inflasi daerah mendagri,-1,Negatif
program ekonomi usung pasang calon gubernur wakil gubernur aceh nomor urut,1,Positif
bpjsketenagakerjaan aceh pj gubernur aceh dorong sosialisasi masif kerja daftar lindung program bpjs ketenagakerjaan via,2,Positif
pantun sabe  bek jeut gubernur muallem jeut keu sair manteng he,0,Netral
yauda abang cepat nyalonin gubernur aceh biar ditegasin,-1,Negatif
program ekonomi usung pasang calon gubernur wakil gubernur aceh nomor urut mualem dek fad sasar sektor vital  tani kelola migas  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,0,Netral
serta bimtek operator sitab bendahara keluar bantu gubernur wakil gubernur bendahara keluar bantu bupati wakil bupati walikota wakil walikota kip kabupaten kota provinsi aceh  bimtek harap,-2,Negatif
ratus abang becak gabung satu becak camat singkil pbks dukung pasang calon gubernur wakil gubernur aceh mualem dek fadh pilgub  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,-2,Negatif
pj gubernur safrizal lepas jalan santai riah keluarga usk,1,Positif
pj gubernur safrizal ajak bidan peran aktif turun angka mati bayi stunting aceh,0,Netral
ya aceh polisi syariah satpol pp urus apbd calon gubernur tugas ya ya urus syariah  ,2,Positif
temanpemilih kip kabupaten nagan raya gelar proses lipat sortir surat suara pilih gubernur wakil gubernur aceh bupati wakil bupati nagan raya tempat gudang logistik kip nagan raya desa blang sapek kec  suka makmue ,0,Netral
tani merdeka aceh deklarasi dukung penuh pasang calon gubernur wakil gubernur mualem dek fadh pilkada nilai peduli sektor tani  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
calon gubernur mualeem bahasa indonesia belepotan aceh beda gubernur,-2,Negatif
ho tajak teuma geutanyo aceh ureung nyang lahe thon takengon hana suah debat meuteumeung duk lamtingkat no  i republik nyan posisi presiden i wak ii meuntro i dirjen iv gubernur v ,1,Positif
renovasimasjid uinarraniry jabat pj gubernur aceh safrizal resmi guna fasilitas renovasi masjid fathun qarib kampus uin ar raniry banda aceh via,3,Positif
pilkada gubernur aceh menang muallem gembira,0,Netral
otonomi khusus aceh bangkit  coba gubernur dprd ya mana lari anggar ,1,Positif
main gubernur menteri min,0,Netral
detasemen gegana satu brimob polda aceh laksana sterilisasi lokasi debat publik pasang calon gubernur wakil gubernur aceh,2,Positif
jak glah keu minyeuk woe glah keu aneuk meunyoe jeut keu gubernur mekawen saboeh teuk ,0,Netral
 pks partai menang pileg dkj  jawa barat kandang pks gerindra  aher gubernur jabar periode aceh sumbar mah merem auto pks ,0,Netral
gubernur ya suka timbun harta harap rakyat aceh miskin sejahtera ,0,Netral
irwandi yusuf hadir debat pilkada aceh dukung mualem dek fadh gubernur aceh,2,Positif
ketua kip aceh tantang paslon gubernur wakil gubernur tawar negeri makmur,-1,Negatif
personel polda aceh kerah personel aman jalan debat pasang calon gubernur calon wakil gubernur aceh gelar ballroom the pade hotel banda aceh jumat malam  bidhumaspoldaaceh poldaaceh,4,Positif
saleum temanpemilih komisi independen pilih kip aceh ada debat publik pasang calon gubernur wakil gubernur aceh  acara hotel the pade aceh pandu romi zuliansyah ida almaddany,4,Positif
