,cleaned,score,sentimen
196,he .. lu juga titipan orang lain butuh kerja masih ada yang menitip biarpun itu salah asal tidak sembarangan yang penting kwalifait dari pada lu menitip pj untuk apa .. ? seperti aceh daerah otonomi lu obok gubernur saja dipilih rakyat ini pj diangkat,-3,negative
197,pj gubernur jumpai dubes syechelles ajak investasi ke aceh,1,positive
198,pj gubernur aceh ajak dubes seychelles kembangkan investasi pariwisata di sabang,2,positive
199,pj gubernur safrizal jumpai dubes syechelles ajak investasi ke aceh,1,positive
200,pj gubernur safrizal jumpai dubes syechelles ajak investasi ke aceh trhhi,1,positive
201,yaelah sih longor . begini ya kalo pengaruh penjajahan belanda maka mayoritas penduduk indonesia adalah kristen . lihat noh aceh dikirim snouck hurgronje langsung takluk . apakah penaklukannya bertujuan menyebarkan agama ? kalo otak somplak sudah enggak,1,positive
202,ribuan massa yang terdiri dari relawan dan simpatisan pendukung pasangan calon gubernur wakil aceh,2,positive
203,mualem berjanji akan memperjuangkan kebutuhan nelayan dan menjadikan aspirasi mereka sebagai prioritas utama jika terpilih sebagai gubernur aceh .,-2,negative
204,penjabat gubernur aceh syafrizal saja yang hadir pada pembukaan pameran ini menyampaikan bahwa ini menjadi suatu bagian penting untuk mengenang tsunami aceh tidak hanya menguji ketangguhan aceh tetapi juga menggerakkan dunia untuk bersatu dalam solidaritas dan kepedulian .,-1,negative
205,kunjungan wali nanggroe aceh tengok malik mahmud al haythar dan rocky gerung di rumah jabatan gubernur sulsel .,0,neutral
206,kak . dkp aceh aliman s.pi . memberikan sambutan pada acara lomba masak serba ikan lmsi tingkat provinsi acara dibuka oleh ibu pj . gubernur aceh selaku ketua forikan aceh hj . safriati safrizal,3,positive
207,ribuan massa yang terdiri dari relawan dan simpatisan pendukung pasangan calon gubernur wakil gubernur aceh mualem dek fadh padati lapangan simpang tugu aneuk mulieng sigli pidie .,2,positive
208,penjabat gubernur aceh sampaikan presentasi uji keterbukaan informasi aceh di hadapan komisi informasi pusat,1,positive
209,pj . gubernur aceh dr. h. safrizal saja . didampingi kadis komunikasi informatika dan persandian aceh marwan nusuf b.hsc . sama mengikuti presentasi uji publik monev keterbukaan informasi publik tahun di grand mercure kemayoran rabu .,0,neutral
210,haji uma memberikan contoh cara mencoblos yang benar untuk memilih gubernur dan wakil gubernur aceh,-1,negative
211,pj gubernur safrizal memori tsunami aceh terus dirawat untuk edukasi,0,neutral
212,gubernur ace hasan memetakan tingkat kerawanan jelang pilkada serentak . provinsi aceh dan provinsi di papua berada pada wilayah kerentanan tinggi .,1,positive
213,gubernur lembaga ketahanan nasional lemhannas tubagus ace hasan syadzily mengungkap wilayah yang memiliki kerentanan pada pemilihan kepala daerah pilkada yaitu aceh hingga sejumlah wilayah di papua .,-2,negative
214,pelantikan badan pemenangan wilayah kabupaten bireuen calon gubernur aceh h. muzakir manaf,0,neutral
215,agusni menekankan pentingnya koordinasi intensif terutama selama masa kampanye pasangan calon gubernur dan wakil gubernur aceh yang tengah berlangsung .,3,positive
216,saleum ketua komisi independen pemilihan kip aceh agusni ah menghadiri kegiatan persiapan pengawasan pilkada aceh tahun yang diselenggarakan di kantor gubernur aceh selasa .,2,positive
217,hai sobwas mandum ! bpkp perwakilan aceh beranjangsana ke pendopo gubernur aceh dalam rangka audiensi yang dilakukan untuk mengidentifikasi isu strategi yang akan ditetapkan sebagai konteks laporan eksekutif daerah pada selasa november . pada pertemuan ini membahas,4,positive
218,hal tersebut disampaikan penjabat gubernur aceh dari h safrizal saja msi saat pembukaan pameran united states agency for international development usaid bertema kemitraan yang tangguh di museum tsunami aceh minggu november .,-2,negative
219,ketua umum dpp psi kaesang pangarep mendukung penuh mualem dek fadh untuk maju sebagai gubernur dan wakil gubernur aceh,1,positive
220,ribuan simpatisan dan relawan dari berbagai desa di kabupaten pidie hadir mendukung pasangan calon gubernur wakil gubernur aceh mualem dek fadh,2,positive
221,kunjungan dan silaturahmi tim lccm museum aceh dengan pj gubernur aceh dr. h. safrizal saja didampingi kadisbudpar aceh almuniza kamal dan kepala uptd museum aceh mudha farsyah s.sos,0,neutral
222,kadisdik aceh marthunis s.t . d.e.a . mewakili pj . gubernur aceh hadir dan beri sambutan di wisuda angkatan xiv politeknik aceh ! selamat untuk para wisudawan ! ini adalah awal perjalanan baru menuju masa depan yang lebih gemilang .,3,positive
223,buka simposium tsunami unesco pj gubernur aceh tsunami mengingatkan kita akan pentingnya kolaborasi global !,0,neutral
224,kegiatan yang akan dibuka oleh pj gubernur aceh safrizal saja diadakan di gedung landmark bsi aceh di banda aceh pada november via,0,neutral
225,pj gubernur safrizal ajak dunia perkuat kesiapsiagaan tsunami pada simposium internasional di aceh,1,positive
226,abi mudi putra dari abu mudi secara resmi mendukung pasangan calon gubernur dan wakil gubernur aceh nomor urut muzakir manaf dan fadhlullah .,4,positive
227,pj gubernur safrizal pimpin upacara peringatan hari pahlawan di aceh,0,neutral
228,calon gubernur aceh muzakir manaf mualem melakukan kunjungan politik ke sejumlah pondok pesantren di wilayah barat selatan aceh khususnya di kabupaten nagan raya via,-1,negative
229,kabidkum polda aceh hadiri upacara hari pahlawan di lapangan kantor gubernur aceh minggu .,1,positive
230,peringati tahun tsunami aceh pj gubernur safrizal aceh selalu ingat bantuan cepat dan tulus dari amerika serikat,1,positive
231,pj gubernur safrizal pimpin upacara peringatan hari pahlawan di aceh fcvueyvn,0,neutral
232,abu keutapang secara terbuka mendukung pasangan calon gubernur wakil gubernur mualem dek fadh untuk pilkada aceh .,2,positive
233,rbt yang sebelumnya mendukung calon gubernur aceh nomor urut kini mengalihkan dukungannya kepada pasangan muzakir manaf dan fadhullah .,3,positive
234,aneh ureng tanyoe menye ulama lain dukung limboi sa jet watei nya ulama gedukung no kak hanjet . paken ile getanyoe kureng jelas watei gubernur ureng dari apa betoi gepubut salah menye awak selaen apa salah dipeubut atawa berangkapeu dipebut se,1,positive
235,dki jakarta sumut aceh dan provinsi lain butuh dukungan presiden juga .. masa cuma jateng .. presiden kok dukung salah satu paslon ? itu pertanyaan tolol pak enggak usah di dengar . sehat pak ya . yang penting bapak senang paslon gubernur senang . rakyat juga senang .,3,positive
236,selain jakarta papua dan aceh . gubernur lainnya di selindo hanya kepanjangan tangan pempus sahaja . tak lain tak lebih .,3,positive
237,komisi independen pemilihan kabupaten nagan raya mengucapkan selamat kepada . anggota kelompok penyelenggara pemungutan suara kpps di tps se kab . nagan raya untuk pemilihan gubernur dan wakil gubernur aceh serta bupati dan wakil bupati nagan raya,-2,negative
238,calon wakil gubernur aceh dek fadh menggelar kegiatan silaturahmi dan kampanye dialogis akbar bersama masyarakat pidie jaya di gampong paru cot bandar baru,2,positive
239,calon gubernur aceh nomor urut muallem terdengar sampai ke mekkah,1,positive
240,irwandi kampanye muallem dek fadh . dukungan irwandi bisa kawal target kemenangan muallem di pilkada gubernur aceh b,2,positive
241,penghargaan tersebut diserahkan langsung oleh pj . gubernur aceh bapak safrizal saja pada acara pengukuhan bunda literasi penganugerahan penghargaan apresiasi kearsipan dan perpustakaan dan peresmian teater library yang diselenggarakan oleh dinas perpustakaan dan kearsipan aceh,5,positive
242,makanya namanya daerah istimewa di jogja ada raja raja di pemerintahan republik ? itu istimewanya diy di dki ada walikota yang enggak dipilih dan dibawah kendali gubernur . nah di aceh ada penerapan syariah islam . semoga bisa melihat dari nilai nil,2,positive
243,pengurus travel aceh selatan resmi menyatakan dukungan kepada pasangan calon gubernur dan wakil gubernur aceh nomor urut muzakir manaf dan fadhlullah .,3,positive
244,presiden prabowo subianto seorang nasionalis dengan latar belakang militer mendukung mantan panglima gam muzakir manaf sebagai calon gubernur aceh di pilkada .,2,positive
245,mualem menekankan bahwa meningkatkan kesejahteraan rakyat aceh adalah tujuan utamanya sebagai calon gubernur aceh .,1,positive
246,kalo dia mau maju gubernur di aceh terus dia cosplay jadi apa ? .,0,neutral
247,pj gubernur safrizal serahkan bantuan kaki palsu untuk guntur remaja banda aceh yang alami amputasi,-3,negative
248,kip kabupaten aceh utara melaksanakan sortir dan lipat surat suara untuk pemilihan gubernur dan wakil gubernur bupati dan wakil bupati aceh utara di gudang logistik kip kabupaten aceh utara .,-1,negative
249,pj gubernur safrizal hadiri undangan rakornas presiden prabowo p wa,2,positive
250,saleum selamat dan sukses atas pelantikan kelompok penyelenggara pemungutan suara kpps dalam pemilihan gubernur dan wakil gubernur bupati dan wakil bupati serta walikota dan wakil walikota tahun .,1,positive
251,kesiapan debat pemilihan gubernur dan wakil gubernur serta isu isu penting lainnya seperti pencegahan praktik politik uang money politics dan netralitas aparatur sipil negara asn serta penjabat pj pjs gubernur bupati dan walikota .,-4,negative
252,mualem center aceh timur menggelar apel siaga di kecamatan idi cut sebagai bagian dari upaya memenangkan pasangan mualem dan dek fad dalam pemilihan gubernur aceh .,1,positive
253,daud beureueh seorang pemimpin kharismatik dari aceh dan ulama berpengaruh memainkan peran besar dalam membentuk tata nilai sosial dan moral di aceh . sebagai seorang gubernur militer dan pemimpin gerakan aceh merdeka .,5,positive
254,pj gubernur safrizal paparkan strategi pengendalian inflasi di pertemuan tpid dan tapi dd aceh,0,neutral
255,calon gubernur aceh muzakir manaf menekankan pentingnya program membuka lapangan pekerjaan di aceh untuk menurunkan angka pengangguran .,1,positive
256,dpw pujakesuma provinsi aceh mendeklarasikan dukungan untuk pasangan calon gubernur dan wakil gubernur aceh nomor urut mualem dan dek fadh .,1,positive
257,ribuan santri dan keluarga besar ikatan dayah alumni arongan ikada menyatakan dukungan kepada pasangan calon gubernur dan wakil gubernur aceh mualem dan dek fadh .,2,positive
258,abu lamkawe wafat pj gubernur safrizal aceh kehilangan sosok panutan,0,neutral
259,pj gubernur safrizal meminta ilmu mitigasi bencana diinformasikan sampai masyarakat akar rumput,1,positive
260,pj gubernur safrizal apresiasi penurunan stunting di aceh,0,neutral
261,pj gubernur aceh meminta ilmu mitigasi bencana diinformasikan sampai masyarakat,0,neutral
262,kerenzz dinas pendidikan aceh baru saja ngantongin penghargaan sebagai pengelola arsip dinamis terbaik ! diserahkan langsung sama pj gubernur aceh dr. h. safrizal saja dan diterima kadisdik aceh marthunis st. d.e.a . disdik aceh siap gaspol !,2,positive
263,pj gubernur safrizal pasang kaki palsu untuk pelajar,1,positive
264,abu lamkawe wafat pj gubernur safrizal aceh kehilangan sosok panutan kak,0,neutral
265,enggak terbayang sih kalo suastu saat bu illiza tetiba mencalonkan diri jadi bakal calon gubernur aceh . bisa lebih geger itu nanti .,0,neutral
266,salam kip kabupaten aceh singkil melaksanakan hari kedua sortir dan lipat kertas surat suara pemilihan gubernur dan wakil gubernur aceh bupati dan wakil bupati aceh singkil tahun selasa esa,-2,negative
267,meurnoe meubaca boleh baroe jeut jak sd bek langsong keu gubernur,0,neutral
268,pj gubernur aceh terapkan tiga langkah penting kendalikan inflasi,1,positive
269,saleum kip aceh menggelar rapat koordinasi pelaksanaan pelaporan dana kampanye dan aplikasi sikadeka dalam pemilihan gubernur dan wakil gubernur bupati dan wakil bupati serta walikota dan wakil walikota tahun . di the pade hotel selasa november .,4,positive
270,kepolisian resor subulussalam melakukan pengamanan kampanye dialogis calon gubernur aceh dan calon wakil gubernur aceh nomor urut bustami hamzah se . dan tengok . h. m. fadhil rahmi lc . di halaman cafe double o,1,positive
271,bagai mana mau jadi gubernur mualem ? berbahasa indonesia saja masih belepotan tidak lancar ? bagai mana kelak kalau terpilih menjadi gubernur aceh ? apakah harus pakai penterjemah atau translite,-2,negative
272,mualem mengukuhkan tim pemenangan mualem dekfadh di kabupaten bireuen dengan tujuan untuk mempersiapkan strategi politik menjelang pemilihan gubernur .,-2,negative
273,pj gubernur safrizal kukuhkan bunda literasi aceh dan resmikan ruang teater library dpka,0,neutral
274,ketua yayasan dayah budi mesja lamno tengok . nabhani bin ibrahim bin ishaq menyatakan dukungan penuh kepada pasangan calon gubernur dan wakil gubernur aceh mualem dek fadh .,2,positive
275,aliansi pemuda aceh apa secara resmi mendukung pasangan calon mualem dan dek fadh sebagai gubernur dan wakil gubernur aceh di pilkada .,3,positive
276,pj gubernur aceh paparkan strategi pengendalian inflasi,-1,negative
277,uin ar raniry gelar dialog keacehan bahas visi misi paslon gubernur aceh,3,positive
278,irwandi yusuf kampanye ajak rakyat aceh pilih muzakir manaf mualem dek fadh gubernur aceh,1,positive
279,dulu juga abdulah peuteh gubernur aceh juga bingung salahnya dimana saat ditersangkakan dalam kasusnya,-1,negative
280,satlantas polres aceh jaya laksanakan pengaturan lalu lintas dalam rangka kunjungan pj . gubernur aceh ke yayasan darul abrar al mustafa peringati maulid nabi muhammad saw,2,positive
281,kegiatan ini merupakan bagian dari persiapan pemilihan gubernur dan wakil gubernur bupati dan wakil bupati serta walikota dan wakil walikota .,0,neutral
282,saleum ketua divisi perencanaan dan logistik kip aceh khairunnisak melakukan supervisi dan monitoring terhadap proses penyortiran dan pelipatan surat suara untuk pemilihan gubernur dan wakil gubernur bupati dan wakil bupati,0,neutral
283,proses penyortiran dan pelipatan surat suara untuk pemilihan gubernur dan wakil gubernur bupati dan wakil bupati serta walikota dan wakil walikota tahun di kabupaten pidie pada minggu .,0,neutral
284,mualem tegas cek disini,-1,negative
285,banda aceh penjabat pj gubernur aceh dr. h. safrizal saja mengikuti rapat koordinasi rakor pengendalian inflasi daerah yang dipimpin oleh menteri dalam negeri mendagri muhammad tito karnavian,-1,negative
286,uin ar raniry gelar dialog keacehan bahas visi misi paslon gubernur aceh ssbufdbg,3,positive
287,saleum kip aceh menggelar rapat koordinasi pelaksanaan pelaporan dana kampanye dan aplikasi sikadeka terkait pemilihan gubernur dan wakil gubernur bupati dan wakil bupati serta walikota dan wakil walikota tahun di aceh besar senin november .,4,positive
288,kip kabupaten aceh singkil melaksanakan hari pertama sortir dan lipat kertas surat suara pemilihan gubernur dan wakil gubernur aceh bupati dan wakil bupati aceh singkil tahun senin,-3,negative
289,pj gubernur safrizal berkunjung ke aceh jaya hadiri maulid nabi dan besuk ulama yang sakit,2,positive
290,pj gubernur safrizal ketahanan masyarakat aceh berawal dari kearifan lokal dan solidaritas sosial wrkvsb,2,positive
